,location,total_sqft,bath,price,bhk,encoded_loc
4557,Bommanahalli,1300.0,3,45.0,3,47
4558,Whitefield,1242.0,2,65.0,2,224
4559,Marathahalli,1910.0,3,119.0,3,161
4560,Yelahanka,1610.0,4,85.0,3,226
4561,Hulimavu,1127.0,2,65.0,2,105
4562,Yelahanka,1075.0,2,42.0,3,226
4563,Mysore Road,1155.0,2,51.0,2,166
4564,others,1250.0,3,55.0,3,230
4565,others,2200.0,4,160.0,3,230
4566,Billekahalli,2400.0,3,150.0,3,44
4567,Chandapura,876.0,2,29.5,2,55
4568,Nagarbhavi,1850.0,2,89.0,3,169
4569,Kadugodi,1314.0,2,83.0,2,117
4570,Rachenahalli,690.0,1,39.8,1,183
4571,Electronic City Phase II,5300.0,2,167.5,4,75
4572,others,1230.0,2,55.0,2,230
4573,Bommasandra,920.0,2,37.2,2,48
4574,Sarjapur  Road,1850.0,3,140.0,3,194
4575,Electronic City,1073.0,2,60.0,2,74
4576,others,1540.0,3,76.0,3,230
4577,Kanakpura Road,1550.0,3,63.5,3,127
4578,Kalyan nagar,1198.0,2,65.0,2,122
4579,HBR Layout,1656.0,3,90.0,3,87
4580,others,1900.0,3,155.0,3,230
4581,Ramagondanahalli,1910.0,3,142.0,3,187
4582,Mysore Road,1003.0,2,43.0,2,166
4583,others,1590.0,2,48.0,2,230
4584,Whitefield,1495.0,2,67.0,3,224
4585,Thanisandra,2172.0,3,76.02,3,209
4586,others,1200.0,1,95.0,2,230
4587,Whitefield,1548.0,3,65.0,3,224
4588,Whitefield,4271.0,5,154.5,4,224
4589,Hosur Road,1689.0,3,103.0,3,104
4590,Electronic City Phase II,1031.0,2,53.0,2,75
4591,others,1060.0,2,37.0,2,230
4592,others,1100.0,2,61.0,2,230
4593,Hennur Road,1250.0,2,77.88,3,96
4594,Seegehalli,1420.0,2,46.0,3,198
4595,others,1942.0,3,155.0,3,230
4596,Haralur Road,1985.0,3,130.0,3,90
4597,Sarjapur  Road,950.0,1,39.9,1,194
4598,others,1200.0,4,80.0,3,230
4599,Green Glen Layout,1752.0,3,105.0,3,83
4600,Old Madras Road,1480.0,2,84.0,3,177
4601,Sarjapur  Road,1826.0,3,130.0,3,194
4602,8th Phase JP Nagar,1035.0,2,39.33,2,7
4603,Sarjapur  Road,2600.0,4,98.0,4,194
4604,Kasavanhalli,1667.0,3,92.0,3,130
4605,Thanisandra,934.0,2,55.0,2,209
4606,JP Nagar,1590.0,3,69.34,3,109
4607,Mahadevpura,1620.0,2,76.0,3,156
4608,Electronic City,1070.0,2,47.0,2,74
4609,Hosur Road,3600.0,5,180.0,5,104
4610,Uttarahalli,1280.0,2,60.0,3,216
4611,others,1400.0,2,60.0,2,230
4612,others,1330.0,2,64.0,2,230
4613,Electronic City Phase II,1611.0,2,48.33,3,75
4614,Whitefield,1405.0,3,58.0,3,224
4615,others,1515.0,3,90.0,3,230
4616,Thigalarapalya,1830.0,4,150.0,3,210
4617,Kaggadasapura,1710.0,3,60.0,3,118
4618,BTM Layout,935.0,2,51.5,2,23
4619,Jakkur,2197.0,3,136.0,3,110
4620,Yeshwanthpur,1678.0,3,92.13,3,229
4621,Brookefield,1410.0,2,80.0,3,51
4622,Jakkur,1125.0,2,65.0,2,110
4623,Magadi Road,1191.0,2,55.38,3,155
4624,Thubarahalli,1200.0,2,79.0,2,211
4625,CV Raman Nagar,1525.0,2,67.0,3,53
4626,Seegehalli,920.0,2,27.0,2,198
4627,Chikkabanavar,600.0,1,25.0,2,58
4628,Thanisandra,1185.0,2,44.0,2,209
4629,Electronics City Phase 1,1190.0,2,68.0,2,76
4630,Whitefield,4271.0,5,158.5,4,224
4631,Whitefield,1355.0,2,73.0,2,224
4632,KR Puram,1200.0,1,65.0,2,115
4633,Kundalahalli,7000.0,4,550.0,4,150
4634,Yelahanka New Town,500.0,2,24.0,1,227
4635,Bommasandra Industrial Area,1250.0,3,50.0,3,49
4636,Uttarahalli,1480.0,2,58.0,3,216
4637,KR Puram,2324.0,2,70.445,3,115
4638,others,1206.0,2,53.0,2,230
4639,Hosakerehalli,925.0,2,46.5,2,102
4640,8th Phase JP Nagar,909.0,2,40.9,2,7
4641,Brookefield,1100.0,2,55.0,2,51
4642,Raja Rajeshwari Nagar,1306.0,2,44.17,2,184
4643,others,1200.0,4,95.0,4,230
4644,Kalena Agrahara,610.0,1,39.0,1,121
4645,Yelahanka,1484.0,2,56.4,3,226
4646,Ramamurthy Nagar,1125.0,2,47.0,2,188
4647,Whitefield,2882.0,5,158.0,4,224
4648,Kundalahalli,2075.0,3,115.0,3,150
4649,others,1250.0,2,58.0,2,230
4650,Horamavu Banaswadi,1272.0,2,51.5,2,99
4651,others,625.0,2,24.0,2,230
4652,1st Phase JP Nagar,840.0,2,50.0,1,1
4653,Hennur Road,2502.0,4,180.0,4,96
4654,Rayasandra,583.0,1,26.9,1,189
4655,others,900.0,2,27.0,2,230
4656,Kanakapura,2200.0,3,121.0,3,126
4657,Whitefield,750.0,1,51.0,1,224
4658,Marathahalli,1600.0,3,58.0,3,161
4659,Chikkalasandra,1365.0,2,49.0,3,59
4660,others,1300.0,3,64.0,3,230
4661,others,1200.0,1,69.0,1,230
4662,Electronics City Phase 1,1190.0,2,33.92,2,76
4663,Vishwapriya Layout,1250.0,3,38.0,3,222
4664,Kaggadasapura,1500.0,3,75.0,3,118
4665,Banashankari Stage V,1510.0,3,47.57,3,29
4666,7th Phase JP Nagar,1187.0,2,59.0,2,6
4667,Kundalahalli,1120.0,2,53.76,2,150
4668,others,1717.0,3,99.0,3,230
4669,others,2099.0,3,95.0,3,230
4670,Kasturi Nagar,1100.0,2,58.0,2,131
4671,others,1200.0,1,48.0,1,230
4672,Bannerghatta Road,1465.0,2,45.87,3,34
4673,Kothanur,1500.0,1,75.0,1,146
4674,Haralur Road,1255.0,2,90.0,3,90
4675,5th Phase JP Nagar,1220.0,2,88.0,2,4
4676,Electronic City Phase II,1065.0,2,30.88,2,75
4677,Sultan Palaya,1765.0,3,80.0,3,206
4678,Bellandur,1281.0,2,87.0,2,40
4679,Kaggadasapura,1215.0,2,43.0,2,118
4680,Ananth Nagar,1200.0,3,87.0,4,16
4681,Mysore Road,1237.0,2,73.0,2,166
4682,Lakshminarayana Pura,1300.0,2,70.0,2,153
4683,Whitefield,1105.0,2,39.99,2,224
4684,Hebbal Kempapura,3900.0,5,310.0,4,93
4685,Banashankari,1186.0,2,65.0,2,26
4686,Kengeri,750.0,2,35.5,2,135
4687,others,1430.0,2,78.65,3,230
4688,Thanisandra,1056.0,2,68.0,2,209
4689,others,2108.0,3,85.0,3,230
4690,Banashankari,1650.0,3,101.0,3,26
4691,Electronic City Phase II,1220.0,3,36.6,3,75
4692,Rayasandra,1198.0,2,54.0,2,189
4693,others,1190.0,2,70.0,2,230
4694,others,900.0,2,41.0,2,230
4695,others,2690.0,4,185.0,4,230
4696,Kanakapura,1340.0,2,65.0,2,126
4697,Yelahanka,1260.0,2,59.2,2,226
4698,Talaghattapura,2254.0,3,153.0,3,208
4699,JP Nagar,820.0,2,45.0,2,109
4700,Electronic City,1296.0,2,65.0,2,74
4701,Uttarahalli,1190.0,2,53.55,2,216
4702,Whitefield,1173.0,2,77.0,2,224
4703,Sarjapura - Attibele Road,1800.0,3,90.0,3,195
4704,Yelahanka,1102.0,2,52.0,2,226
4705,Sarjapur,913.0,2,36.0,2,193
4706,Hormavu,1176.0,2,35.27,3,100
4707,Prithvi Layout,1620.0,3,65.0,3,181
4708,Billekahalli,2968.0,3,225.0,3,44
4709,Yelahanka,1519.0,2,65.0,2,226
4710,others,1594.0,3,99.0,3,230
4711,others,1250.0,2,68.0,2,230
4712,Haralur Road,1056.0,2,60.0,2,90
4713,Whitefield,1200.0,3,68.4,3,224
4714,others,1290.0,1,77.5,2,230
4715,others,1150.0,2,48.0,2,230
4716,Anekal,1200.0,2,36.0,4,17
4717,Gollarapalya Hosahalli,861.0,2,36.5,2,81
4718,Kundalahalli,1047.0,2,82.62,2,150
4719,others,1200.0,2,75.0,2,230
4720,others,1065.0,2,45.0,2,230
4721,Ramamurthy Nagar,1000.0,2,62.0,2,188
4722,Lingadheeranahalli,1682.0,3,113.0,3,154
4723,Harlur,1756.0,3,131.0,3,91
4724,Vittasandra,1238.0,2,67.32,2,223
4725,Dasanapura,814.0,2,42.0,2,63
4726,Dodda Nekkundi,1145.0,2,46.5,2,67
4727,Varthur,965.0,2,34.0,2,217
4728,others,750.0,2,36.0,2,230
4729,Banashankari,1300.0,2,55.0,3,26
4730,1st Phase JP Nagar,1590.0,3,131.0,3,1
4731,Begur Road,644.0,1,40.0,1,39
4732,Whitefield,982.0,2,37.0,2,224
4733,Indira Nagar,1260.0,2,100.0,2,108
4734,Rayasandra,1555.0,3,75.17,3,189
4735,Kaggadasapura,1225.0,2,48.0,2,118
4736,Electronics City Phase 1,1085.0,2,46.0,2,76
4737,Thanisandra,1595.0,3,110.0,3,209
4738,Raja Rajeshwari Nagar,1196.0,2,40.44,2,184
4739,Yelahanka,1859.0,3,108.0,3,226
4740,9th Phase JP Nagar,1079.0,2,60.0,2,8
4741,Whitefield,1118.0,2,42.0,2,224
4742,CV Raman Nagar,1198.0,2,60.0,2,53
4743,Thigalarapalya,1830.0,4,135.0,3,210
4744,Banashankari Stage VI,1160.0,2,59.0,2,30
4745,others,2070.0,3,135.0,3,230
4746,Kannamangala,957.0,2,52.5,2,128
4747,Bannerghatta Road,1268.0,2,69.0,2,34
4748,Bannerghatta Road,1450.0,2,87.0,3,34
4749,others,1600.0,2,75.0,3,230
4750,Uttarahalli,1330.0,2,57.0,3,216
4751,Jakkur,1355.0,2,65.0,3,110
4752,others,1100.0,2,38.49,2,230
4753,Chikkalasandra,1075.0,2,46.76,2,59
4754,others,800.0,2,55.0,2,230
4755,others,900.0,1,44.0,2,230
4756,Haralur Road,1140.0,2,42.0,2,90
4757,Padmanabhanagar,1710.0,2,90.63,3,178
4758,Talaghattapura,2106.0,3,148.0,3,208
4759,others,3800.0,2,130.0,3,230
4760,Marathahalli,1602.0,2,104.0,2,161
4761,Sarjapur  Road,1660.0,2,116.0,3,194
4762,Electronic City Phase II,1549.0,3,80.0,3,75
4763,Marathahalli,700.0,1,38.0,1,161
4764,Balagere,1012.0,2,64.0,2,25
4765,Whitefield,1216.0,2,69.0,2,224
4766,Electronic City Phase II,1065.0,2,56.13,2,75
4767,Thanisandra,1411.0,3,93.15,3,209
4768,Pai Layout,1400.0,2,57.5,2,179
4769,Haralur Road,1245.0,2,62.0,2,90
4770,Vidyaranyapura,1000.0,2,35.0,2,219
4771,Panathur,2362.5,3,71.89,3,180
4772,Subramanyapura,1800.0,3,90.0,3,205
4773,Kothannur,1275.0,3,44.0,3,145
4774,Kasavanhalli,1494.0,3,82.0,3,130
4775,Bhoganhalli,1949.0,3,129.0,3,43
4776,BTM Layout,1020.0,2,46.5,2,23
4777,Mysore Road,883.0,2,45.0,2,166
4778,others,2010.0,3,125.0,3,230
4779,Yeshwanthpur,1240.0,2,80.0,2,229
4780,6th Phase JP Nagar,1213.0,2,63.0,2,5
4781,Hegde Nagar,1835.0,3,88.0,3,94
4782,Bannerghatta Road,2932.0,5,195.0,4,34
4783,Whitefield,3425.0,5,250.0,4,224
4784,Gottigere,945.0,2,45.0,2,82
4785,others,1504.0,2,100.0,3,230
4786,Harlur,1755.0,3,130.0,3,91
4787,Vijayanagar,1760.0,3,140.0,3,220
4788,Hoodi,1240.0,2,43.94,2,97
4789,Electronics City Phase 1,1450.0,3,72.54,3,76
4790,5th Phase JP Nagar,1000.0,2,48.0,2,4
4791,Shivaji Nagar,3820.0,1,306.0,1,200
4792,Thyagaraja Nagar,2000.0,4,145.0,5,212
4793,Choodasandra,1215.0,2,59.0,2,60
4794,Yelachenahalli,1330.0,3,73.5,3,225
4795,Raja Rajeshwari Nagar,1178.0,2,75.0,2,184
4796,others,2040.0,2,59.0,2,230
4797,Bellandur,2000.0,3,85.0,3,40
4798,Dasarahalli,2400.0,2,152.0,3,64
4799,Sarjapur  Road,1700.0,3,108.0,3,194
4800,Jigani,1200.0,3,65.0,3,113
4801,others,1500.0,3,72.0,3,230
4802,Kanakpura Road,1737.0,3,85.0,3,127
4803,others,1280.0,2,48.0,3,230
4804,CV Raman Nagar,1560.0,2,85.0,2,53
4805,Kambipura,883.0,2,44.0,2,123
4806,Kengeri Satellite Town,750.0,2,33.0,2,136
4807,Brookefield,2400.0,3,140.0,4,51
4808,others,900.0,2,45.0,2,230
4809,Hormavu,1030.0,2,49.35,2,100
4810,Hennur Road,1831.0,3,110.0,3,96
4811,others,1095.0,2,38.33,2,230
4812,7th Phase JP Nagar,1000.0,2,61.0,2,6
4813,Budigere,1820.0,3,85.4,3,52
4814,Bisuvanahalli,1075.0,2,41.0,3,46
4815,TC Palaya,1500.0,3,83.0,3,207
4816,Electronics City Phase 1,360.0,1,16.9,1,76
4817,Kadugodi,1345.0,1,40.7,1,117
4818,Electronic City,1140.0,2,70.93,2,74
4819,others,1145.0,2,58.4,2,230
4820,others,1862.0,3,120.0,3,230
4821,Devarachikkanahalli,947.0,2,43.0,2,66
4822,Kalena Agrahara,1120.0,2,40.0,2,121
4823,others,2700.0,3,200.0,3,230
4824,Kaggadasapura,1805.0,2,75.0,3,118
4825,others,1677.0,3,98.0,3,230
4826,Uttarahalli,1560.0,3,74.0,3,216
4827,Arekere,2060.0,3,150.0,3,20
4828,Koramangala,1716.0,2,115.0,3,144
4829,Harlur,1864.0,3,140.0,3,91
4830,Electronics City Phase 1,638.0,1,32.0,1,76
4831,Chandapura,937.0,2,30.0,2,55
4832,others,1490.0,2,115.0,3,230
4833,Whitefield,1100.0,2,37.0,2,224
4834,Thigalarapalya,1000.0,2,48.53,2,210
4835,Horamavu Agara,1060.0,2,37.0,2,98
4836,Basaveshwara Nagar,1200.0,2,80.0,2,36
4837,Akshaya Nagar,1420.0,2,75.0,3,11
4838,Sarjapur  Road,1539.0,3,85.0,3,194
4839,others,1550.0,3,59.0,3,230
4840,Kasavanhalli,1555.0,3,82.0,3,130
4841,Seegehalli,1553.0,3,68.0,3,198
4842,others,1740.0,3,120.0,3,230
4843,OMBR Layout,1855.0,3,145.0,3,175
4844,others,1020.0,2,60.0,2,230
4845,Uttarahalli,1250.0,2,50.0,3,216
4846,Sanjay nagar,1450.0,3,75.0,3,191
4847,Thubarahalli,1200.0,2,80.0,2,211
4848,Haralur Road,1140.0,2,58.0,2,90
4849,others,550.0,1,16.0,1,230
4850,Bannerghatta Road,1450.0,3,44.0,3,34
4851,Kanakpura Road,700.0,2,35.07,2,127
4852,Whitefield,1200.0,3,56.0,3,224
4853,Yelahanka,1050.0,2,45.0,2,226
4854,Somasundara Palya,1600.0,3,69.0,3,202
4855,Bannerghatta Road,1625.0,2,75.0,3,34
4856,others,1492.0,2,65.0,2,230
4857,Whitefield,4271.0,5,157.5,4,224
4858,Sarjapur  Road,1489.0,2,82.0,3,194
4859,Kanakapura,1560.0,2,62.38,3,126
4860,others,1431.0,3,65.0,3,230
4861,Lingadheeranahalli,1682.0,3,114.0,3,154
4862,Panathur,1198.0,2,86.26,2,180
4863,Sarjapur  Road,1550.0,2,69.75,3,194
4864,Kodichikkanahalli,1026.0,2,45.0,2,138
4865,Hennur,1260.0,2,52.0,3,95
4866,others,690.0,2,42.0,2,230
4867,Sarakki Nagar,1200.0,4,85.0,4,192
4868,Attibele,2400.0,3,120.0,3,21
4869,Thubarahalli,1200.0,2,79.55,2,211
4870,Sarjapur  Road,1186.0,2,40.0,3,194
4871,Thanisandra,1039.0,2,39.5,2,209
4872,Gottigere,1500.0,4,100.0,5,82
4873,Malleshwaram,2520.0,3,150.0,3,160
4874,Brookefield,1225.0,2,66.5,2,51
4875,Bommanahalli,1350.0,2,72.0,2,47
4876,Whitefield,1550.0,2,49.6,3,224
4877,Hoodi,1490.0,3,79.0,3,97
4878,others,1520.0,3,111.0,3,230
4879,others,1391.0,2,64.5,3,230
4880,Rachenahalli,1200.0,2,50.0,2,183
4881,others,1200.0,4,86.0,4,230
4882,Yelahanka,1322.0,2,80.0,2,226
4883,Whitefield,2173.0,3,128.0,3,224
4884,Sarjapur  Road,1200.0,2,75.0,2,194
4885,Thubarahalli,1200.0,2,47.0,2,211
4886,Mysore Road,1170.0,2,65.0,2,166
4887,NRI Layout,1125.0,2,45.56,2,168
4888,others,1250.0,2,90.0,2,230
4889,Yelahanka,1075.0,2,36.0,3,226
4890,Whitefield,1435.0,3,45.0,3,224
4891,Electronics City Phase 1,1175.0,2,64.98,2,76
4892,others,900.0,2,33.0,2,230
4893,Electronics City Phase 1,585.0,1,21.0,1,76
4894,Jigani,3170.0,5,230.0,4,113
4895,Thanisandra,1220.0,2,42.0,2,209
4896,Bannerghatta Road,960.0,2,58.0,2,34
4897,NGR Layout,907.0,1,38.0,1,167
4898,Old Madras Road,1210.0,2,74.0,2,177
4899,others,1230.0,2,70.0,2,230
4900,5th Phase JP Nagar,1350.0,2,75.0,3,4
4901,Kenchenahalli,1150.0,2,58.0,2,134
4902,Sarjapur,1404.0,2,53.35,3,193
4903,OMBR Layout,1050.0,2,48.0,2,175
4904,Yelahanka,1285.0,2,56.0,2,226
4905,Hormavu,1018.0,2,50.8,2,100
4906,Hoskote,1200.0,3,57.0,3,103
4907,others,1600.0,3,95.0,3,230
4908,9th Phase JP Nagar,1480.0,2,80.0,2,8
4909,Kaval Byrasandra,480.0,1,25.0,1,133
4910,Akshaya Nagar,1435.0,3,53.0,3,11
4911,others,600.0,2,23.0,1,230
4912,CV Raman Nagar,1590.0,2,85.0,3,53
4913,Nagavara,936.0,2,40.2,2,171
4914,Banashankari,1181.0,2,75.0,2,26
4915,Kengeri,1741.0,3,80.0,3,135
4916,JP Nagar,1750.0,3,123.0,3,109
4917,Varthur Road,1050.0,2,42.7,2,218
4918,Tumkur Road,1027.0,2,60.0,2,214
4919,Sector 2 HSR Layout,1600.0,3,70.0,3,196
4920,Sahakara Nagar,1000.0,2,60.0,2,190
4921,Varthur,1120.0,2,44.24,2,217
4922,others,1200.0,2,85.0,2,230
4923,others,1200.0,2,35.0,2,230
4924,Kasturi Nagar,1570.0,3,110.0,3,131
4925,Electronic City Phase II,1140.0,2,33.84,2,75
4926,Banashankari,1105.0,2,90.0,2,26
4927,Electronic City,1200.0,2,34.65,2,74
4928,Whitefield,905.0,1,62.0,1,224
4929,Kudlu Gate,1185.0,2,50.0,2,148
4930,Rayasandra,1458.0,3,60.0,3,189
4931,Hormavu,1555.0,3,75.0,3,100
4932,others,1200.0,2,45.0,2,230
4933,Sarjapur  Road,1308.0,2,58.86,2,194
4934,Kudlu,1024.0,2,44.0,2,147
4935,Kanakapura,1450.0,3,75.0,3,126
4936,Seegehalli,1639.0,3,120.0,3,198
4937,Hennur Road,1232.0,2,87.0,2,96
4938,others,2000.0,4,130.0,3,230
4939,Jakkur,1230.0,2,79.0,2,110
4940,KR Puram,1076.0,2,67.0,2,115
4941,others,995.0,2,34.82,3,230
4942,Electronic City,1096.0,2,40.55,2,74
4943,Horamavu Agara,1107.83,2,41.51,2,98
4944,8th Phase JP Nagar,2135.5,3,72.02,3,7
4945,Whitefield,1320.0,2,99.26,2,224
4946,Whitefield,2901.0,4,190.0,3,224
4947,GM Palaya,1315.0,2,65.0,3,78
4948,others,1000.0,2,44.0,2,230
4949,Hosakerehalli,1596.0,3,79.8,3,102
4950,Bannerghatta Road,1750.0,3,130.0,3,34
4951,Old Madras Road,1350.0,3,47.25,3,177
4952,Old Madras Road,6087.5,2,341.0,4,177
4953,others,1175.0,2,79.0,2,230
4954,Talaghattapura,921.0,2,29.47,2,208
4955,Sultan Palaya,1713.0,3,125.0,3,206
4956,others,1200.0,2,43.0,2,230
4957,8th Phase JP Nagar,1900.0,4,90.0,3,7
4958,Kudlu Gate,1664.0,3,68.0,3,148
4959,Binny Pete,1795.0,3,139.0,3,45
4960,Kereguddadahalli,600.0,1,19.5,1,137
4961,Hoodi,1240.0,2,65.0,2,97
4962,Hegde Nagar,1965.0,4,132.0,3,94
4963,Electronics City Phase 1,1200.0,2,59.76,2,76
4964,others,1112.0,2,68.0,2,230
4965,Mahadevpura,1136.0,2,64.5,2,156
4966,Jigani,914.0,2,55.0,2,113
4967,Rachenahalli,1050.0,2,47.25,2,183
4968,Marathahalli,1385.0,2,68.5,3,161
4969,others,990.0,2,35.0,2,230
4970,Yelahanka,845.0,2,43.0,2,226
4971,Whitefield,1485.0,2,96.51,2,224
4972,Kanakapura,1460.0,2,43.79,3,126
4973,Thanisandra,1450.0,2,57.0,2,209
4974,HSR Layout,1360.0,2,53.0,3,89
4975,Singasandra,1375.0,2,58.0,2,201
4976,Uttarahalli,1125.0,2,48.0,2,216
4977,7th Phase JP Nagar,1460.0,2,100.0,3,6
4978,others,1107.0,2,40.0,2,230
4979,others,1158.0,2,75.0,2,230
4980,Yelachenahalli,800.0,1,30.0,2,225
4981,Bhoganhalli,1760.0,3,128.0,3,43
4982,others,3200.0,4,200.0,4,230
4983,TC Palaya,1350.0,3,60.0,3,207
4984,others,1125.0,2,32.49,2,230
4985,BTM Layout,1600.0,3,112.0,3,23
4986,others,1200.0,2,90.0,2,230
4987,Whitefield,1755.0,3,101.0,3,224
4988,Hulimavu,1200.0,2,50.0,2,105
4989,others,1200.0,2,67.0,2,230
4990,others,1266.67,2,69.0,2,230
4991,others,1300.0,3,64.0,3,230
4992,Mysore Road,1500.5,2,50.855,2,166
4993,Raja Rajeshwari Nagar,1128.0,2,40.0,2,184
4994,others,2000.0,2,160.0,2,230
4995,Panathur,1210.0,2,80.0,2,180
4996,Raja Rajeshwari Nagar,1151.0,2,39.0,2,184
4997,Sarjapur  Road,920.0,2,40.0,2,194
4998,Munnekollal,1750.0,3,86.5,3,164
4999,Dasanapura,1163.0,2,65.0,2,63
5000,others,1800.0,3,95.0,3,230
5001,CV Raman Nagar,1100.0,2,58.0,2,53
5002,R.T. Nagar,1200.0,2,60.0,2,182
5003,others,1410.0,3,65.0,3,230
5004,Begur Road,1933.0,3,98.0,3,39
5005,Begur Road,1200.0,2,45.6,2,39
5006,Whitefield,1608.0,2,63.0,3,224
5007,Horamavu Banaswadi,1156.0,2,46.9,2,99
5008,others,1230.0,2,75.0,2,230
5009,Kasavanhalli,770.0,1,43.82,1,130
5010,Ardendale,1777.26,3,105.0,3,19
5011,Kanakpura Road,1339.0,2,85.0,2,127
5012,Sarjapur  Road,3044.0,3,183.0,3,194
5013,others,1080.0,2,44.8,2,230
5014,others,2400.0,2,135.0,2,230
5015,Hulimavu,1450.0,3,72.0,3,105
5016,Kothanur,1075.0,2,53.0,2,146
5017,Sarjapur  Road,1163.0,2,62.0,3,194
5018,Hebbal,1299.0,2,100.0,2,92
5019,HRBR Layout,1170.0,2,75.0,2,88
5020,JP Nagar,3070.0,2,152.0,3,109
5021,Yelahanka,2600.0,4,175.0,4,226
5022,KR Puram,1140.0,2,43.32,2,115
5023,Kanakpura Road,1900.0,3,125.0,3,127
5024,Electronic City,1110.0,2,39.95,2,74
5025,HBR Layout,1089.0,2,60.0,2,87
5026,others,880.0,2,48.0,2,230
5027,Kereguddadahalli,1080.0,2,32.0,2,137
5028,Thanisandra,1093.0,2,68.1,2,209
5029,Banashankari Stage III,1480.0,3,75.48,3,28
5030,Hegde Nagar,1703.0,3,125.0,3,94
5031,Hebbal,1200.0,2,60.0,2,92
5032,Marathahalli,1690.0,3,116.0,3,161
5033,Yelahanka,1305.0,2,78.0,2,226
5034,Talaghattapura,1257.0,2,40.22,3,208
5035,others,1150.0,2,45.0,2,230
5036,others,1194.0,2,55.0,2,230
5037,others,2000.0,3,90.0,3,230
5038,Anekal,1500.0,4,99.0,3,17
5039,others,1025.0,2,42.5,2,230
5040,Horamavu Agara,980.0,2,38.19,2,98
5041,Whitefield,2225.0,3,149.0,3,224
5042,others,1022.0,2,57.0,2,230
5043,others,1153.0,2,45.0,2,230
5044,Pai Layout,1175.0,2,60.0,2,179
5045,Vidyaranyapura,1560.0,3,68.0,3,219
5046,Billekahalli,1350.0,3,55.0,2,44
5047,others,1200.0,2,76.0,2,230
5048,others,1200.0,1,54.0,2,230
5049,Chandapura,800.0,2,25.0,2,55
5050,Electronic City,2093.0,4,104.0,4,74
5051,Bannerghatta Road,1275.0,2,73.0,2,34
5052,Begur Road,1215.0,2,43.13,2,39
5053,Begur Road,1444.0,2,71.5,3,39
5054,others,950.0,2,38.0,2,230
5055,Banashankari Stage II,1240.0,2,59.52,3,27
5056,Hennur,1231.0,2,50.0,2,95
5057,Yeshwanthpur,1713.0,3,110.0,3,229
5058,Sarjapur  Road,3004.0,4,158.0,3,194
5059,Sonnenahalli,1310.0,2,46.0,3,204
5060,Jalahalli,790.0,2,49.5,2,111
5061,others,1605.0,3,100.0,3,230
5062,Whitefield,1250.0,2,82.0,2,224
5063,Subramanyapura,1260.0,2,76.0,3,205
5064,Yelahanka,1180.0,2,56.0,2,226
5065,Uttarahalli,1255.0,2,50.19,3,216
5066,Electronic City,1025.0,2,53.9,2,74
5067,Sarjapur  Road,1877.0,4,150.0,3,194
5068,Hennur,2500.0,5,125.0,5,95
5069,others,1542.0,3,98.0,3,230
5070,others,1012.0,2,42.0,2,230
5071,Chandapura,1200.0,2,65.0,2,55
5072,Sarjapur  Road,1115.0,2,43.0,2,194
5073,Green Glen Layout,1680.0,4,95.0,3,83
5074,Old Madras Road,1171.0,2,72.0,2,177
5075,Tumkur Road,1027.0,2,68.62,2,214
5076,Shampura,1700.0,3,75.0,3,199
5077,Kanakapura,1090.0,2,38.15,2,126
5078,Hennur Road,1232.0,2,74.0,2,96
5079,Anekal,766.0,2,28.0,2,17
5080,Kanakpura Road,525.0,1,27.0,1,127
5081,Hosa Road,1590.0,3,109.0,3,101
5082,Choodasandra,1254.0,2,65.0,3,60
5083,others,3600.0,5,110.0,5,230
5084,Kanakpura Road,1593.0,3,118.0,3,127
5085,others,1333.0,2,77.27,2,230
5086,Raja Rajeshwari Nagar,1375.0,2,54.99,3,184
5087,Ardendale,1650.0,3,82.0,3,19
5088,Thanisandra,1430.0,2,51.48,3,209
5089,Electronic City,940.0,2,54.0,2,74
5090,Electronic City,435.0,1,21.0,1,74
5091,Begur Road,1160.0,2,36.54,2,39
5092,Electronic City,1500.0,2,77.5,3,74
5093,Koramangala,1890.0,2,100.0,3,144
5094,others,1050.0,2,70.0,2,230
5095,Haralur Road,1027.0,2,43.0,2,90
5096,Seegehalli,3000.0,4,235.0,3,198
5097,Tumkur Road,1459.0,2,95.0,3,214
5098,Yelahanka,1711.0,3,85.61,3,226
5099,Hoodi,1250.0,2,98.0,2,97
5100,Anandapura,875.0,2,57.0,2,15
5101,Ramamurthy Nagar,1334.0,2,67.0,2,188
5102,others,1140.0,2,32.92,2,230
5103,Thigalarapalya,2072.0,4,160.0,3,210
5104,Kengeri Satellite Town,920.0,2,39.0,2,136
5105,Nagasandra,1310.0,3,95.0,4,170
5106,Electronic City,1631.0,3,80.0,3,74
5107,Kanakpura Road,525.0,1,27.5,1,127
5108,Jalahalli,1395.0,3,82.0,3,111
5109,others,2000.0,3,105.0,3,230
5110,Hennur Road,1232.0,2,66.0,2,96
5111,others,1075.0,2,55.0,2,230
5112,Gubbalala,1205.0,2,70.0,2,84
5113,Rayasandra,1179.0,2,55.0,3,189
5114,Kodigehaali,1013.0,2,51.0,2,139
5115,Uttarahalli,1160.0,2,40.6,2,216
5116,7th Phase JP Nagar,1200.0,2,62.5,2,6
5117,others,1200.0,3,99.0,3,230
5118,Marathahalli,1065.0,2,55.0,2,161
5119,Lakshminarayana Pura,1395.0,2,75.0,2,153
5120,others,1007.0,2,43.0,2,230
5121,Kengeri,1436.0,2,55.0,3,135
